   GoodVibes v3.0.1 2025/01/20 15:27:11,,,,,,,,,,,,
   REF: Luchini, G.; Alegre-Requena J. V.; Guan, Y.; Funes-Ardoiz, I.; Paton, R. S. (2019).,,,,,,,,
o  3i-pad3-20-ts-t3-t4,-2174.727629,-2173.609801,0.851053,-2173.826653,0.128011,0.119779,-2173.954664,-2173.946432,-1125.66,           C1,,
o  3i-pad3-21-t4,-2174.7662,-2173.641171,0.856083,-2173.859823,0.12735,0.120452,-2173.987173,-2173.980275,           C1,,,
o  3i-pad3-22-c5,-2427.095695,-2425.718586,0.907107,-2426.131769,0.141983,0.132966,-2426.273751,-2426.264735,           C1,,,
o  3i-pad3-23-ts-c5-c6,-2427.030722,-2425.662797,0.901783,-2426.073355,0.138066,0.130234,-2426.211421,-2426.203589,-1007.89,           C1,,
o  3i-pad3-24-t5,-2427.060122,-2425.677897,0.903945,-2426.097709,0.147335,0.136141,-2426.245044,-2426.23385,           C1,,,
o  3i-pad3-25-ts-t5-t6,-2427.030643,-2425.663079,0.900859,-2426.073381,0.14139,0.131767,-2426.214772,-2426.205148,-679.45,           C1,,
o  3i-pad3-99-lig,-1510.002781,-1509.136247,0.682869,-1509.28726,0.087357,0.08542,-1509.374617,-1509.37268,           C3,,,
o  3j-iprjohnphos-00-lpdoh2,-2638.817883,-2637.734797,0.761937,-2637.991448,0.153351,0.140994,-2638.144799,-2638.132442,           C1,,,
o  3j-iprjohnphos-01-rxt,-1880.699957,-1879.72529,0.549478,-1880.103988,0.119522,0.111028,-1880.223509,-1880.215015,           C1,,,
o  3j-iprjohnphos-02-ts-rxt-c1,-1880.674537,-1879.698849,0.548223,-1880.080306,0.116454,0.110216,-1880.19676,-1880.190522,-70.96,           C1,,
o  3j-iprjohnphos-03-c1,-1880.699771,-1879.721256,0.549322,-1880.103992,0.116201,0.110937,-1880.220193,-1880.21493,           C1,,,
o  3j-iprjohnphos-04-ts-c1-c2,-1880.683788,-1879.708275,0.547871,-1880.089583,0.117579,0.11089,-1880.207163,-1880.200473,-178.53,           C1,,
o  3j-iprjohnphos-05-c2,-1880.745039,-1879.76423,0.550204,-1880.148401,0.119838,0.111046,-1880.268239,-1880.259447,           C1,,,
o  3j-iprjohnphos-06-c2-h2o,-1957.131259,-1956.069803,0.575263,-1956.50663,0.124946,0.116678,-1956.631576,-1956.623307,           C1,,,
o  3j-iprjohnphos-07-ts-c2-c3,-1957.120692,-1956.063901,0.575229,-1956.497362,0.121615,0.113891,-1956.618977,-1956.611253,-40.16,           C1,,
o  3j-iprjohnphos-08-c3-boh3,-1957.13447,-1956.073626,0.574539,-1956.510788,0.125102,0.115901,-1956.63589,-1956.626688,           C1,,,
o  3j-iprjohnphos-09-c3,-1704.808159,-1704.009055,0.524881,-1704.2407,0.110532,0.103894,-1704.351232,-1704.344594,           C1,,,
o  3j-iprjohnphos-10-ts-c3-c4,-1704.750885,-1703.959446,0.519964,-1704.188644,0.110214,0.10316,-1704.298858,-1704.291804,-781.92,           C1,,
o  3j-iprjohnphos-11-c4,-1704.781907,-1703.983194,0.525922,-1704.213817,0.108603,0.102871,-1704.32242,-1704.316688,           C1,,,
o  3j-iprjohnphos-12-ts-rxt-t1,-1880.681565,-1879.705733,0.548829,-1880.086964,0.116776,0.109619,-1880.20374,-1880.196583,-55.04,           C1,,
o  3j-iprjohnphos-13-t1,-1880.698569,-1879.722613,0.549065,-1880.102894,0.117867,0.111395,-1880.220761,-1880.214289,           C1,,,
o  3j-iprjohnphos-14-ts-t1-t2,-1880.681005,-1879.70648,0.5478,-1880.086756,0.119076,0.111126,-1880.205831,-1880.197881,-176.49,           C1,,
o  3j-iprjohnphos-15-t2,-1880.710116,-1879.735249,0.549317,-1880.11371,0.122187,0.112887,-1880.235897,-1880.226597,           C1,,,
o  3j-iprjohnphos-16-t2-h2o,-1957.09268,-1956.043838,0.573994,-1956.46896,0.126608,0.117923,-1956.595569,-1956.586883,           C1,,,
o  3j-iprjohnphos-17-ts-t2-t3,-1957.070981,-1956.020163,0.572421,-1956.448445,0.128204,0.118943,-1956.576649,-1956.567388,-154.38,           C1,,
o  3j-iprjohnphos-18-t3-boh3,-1957.099336,-1956.049163,0.575534,-1956.474336,0.12706,0.117749,-1956.601396,-1956.592085,           C1,,,
o  3j-iprjohnphos-19-t3,-1704.784875,-1703.985129,0.524971,-1704.21683,0.112227,0.104954,-1704.329057,-1704.321785,           C1,,,
o  3j-iprjohnphos-20-ts-t3-t4,-1704.75057,-1703.958474,0.519529,-1704.188406,0.111857,0.104171,-1704.300264,-1704.292577,-1156.83,           C1,,
o  3j-iprjohnphos-21-t4,-1704.790361,-1703.987716,0.52459,-1704.222711,0.112087,0.104862,-1704.334798,-1704.327574,           C1,,,
o  3j-iprjohnphos-22-c5,-1957.124856,-1956.066667,0.575114,-1956.499909,0.126472,0.118244,-1956.626381,-1956.618153,           C1,,,
o  3j-iprjohnphos-23-ts-c5-c6,-1957.067873,-1956.020497,0.569521,-1956.449699,0.123281,0.11523,-1956.57298,-1956.564929,-812.15,           C1,,
o  3j-iprjohnphos-24-t5,-1957.073347,-1956.021804,0.573264,-1956.450184,0.126848,0.117755,-1956.577033,-1956.567939,           C1,,,
o  3j-iprjohnphos-25-ts-t5-t6,-1957.057243,-1956.013639,0.568985,-1956.43923,0.124692,0.11626,-1956.563922,-1956.55549,-932.13,           C1,,
o  3j-iprjohnphos-33-ts-rxt-ya,-1880.680606,-1879.705983,0.548702,-1880.086186,0.116574,0.109374,-1880.20276,-1880.19556,-71.79,           C1,,
o  3j-iprjohnphos-34-ya,-1880.697192,-1879.721383,0.549803,-1880.101546,0.116601,0.109619,-1880.218147,-1880.211165,           C1,,,
o  3j-iprjohnphos-35-ts-ya-c1,-1880.675524,-1879.702927,0.548859,-1880.081092,0.11561,0.109174,-1880.196702,-1880.190265,-66.95,           C1,,
o  3j-iprjohnphos-36-ts-rxt-yb,-1957.061991,-1956.012381,0.57431,-1956.439049,0.123495,0.115293,-1956.562544,-1956.554342,-137.1,           C1,,
o  3j-iprjohnphos-37-yb,-1957.084185,-1956.034023,0.574587,-1956.461104,0.12264,0.114523,-1956.583745,-1956.575627,           C1,,,
o  3j-iprjohnphos-38-ts-yb-c1,-1957.05826,-1956.00548,0.574252,-1956.435307,0.121659,0.115301,-1956.556965,-1956.550608,-70.67,           C1,,
o  3j-iprjohnphos-39-t2-lig,-2920.745457,-2919.247064,0.902519,-2919.769596,0.172955,0.15799,-2919.942552,-2919.927586,           C1,,,
o  3j-iprjohnphos-40-ts-t2-p1,-2920.726507,-2919.224829,0.90191,-2919.751399,0.172077,0.157155,-2919.923476,-2919.908554,-83.72,           C1,,
o  3j-iprjohnphos-41-p1-boh3,-2920.785162,-2919.279818,0.905774,-2919.806774,0.170695,0.156092,-2919.977469,-2919.962865,           C1,,,
o  3j-iprjohnphos-42-p1,-2668.479536,-2667.224479,0.854597,-2667.558734,0.154958,0.143513,-2667.713693,-2667.702248,           C1,,,
o  3j-iprjohnphos-43-t3-lig,-2744.819233,-2743.492841,0.877184,-2743.872319,0.166665,0.150512,-2744.038984,-2744.022831,           C1,,,
o  3j-iprjohnphos-44-ts-t3-p1,-2744.80428,-2743.474815,0.876914,-2743.857838,0.162378,0.149822,-2744.020215,-2744.00766,-81.11,           C1,,
o  3j-iprjohnphos-45-p1-h2o,-2744.852748,-2743.521575,0.879883,-2743.903846,0.161278,0.148831,-2744.065125,-2744.052677,           C1,,,
o  3j-iprjohnphos-99-lig,-1040.019762,-1039.481617,0.351108,-1039.642907,0.074135,0.070791,-1039.717042,-1039.713699,           C1,,,
o  3k-phjohnphos-00-lpdoh2,-3090.746891,-3089.389111,0.749659,-3089.929296,0.176769,0.15646,-3090.106065,-3090.085756,           C1,,,
o  3k-phjohnphos-01-rxt,-2106.65808,-2105.544835,0.543263,-2106.066624,0.131246,0.118445,-2106.197871,-2106.185069,           C1,,,
o  3k-phjohnphos-02-ts-rxt-c1,-2106.641652,-2105.525232,0.542174,-2106.05186,0.12696,0.118009,-2106.17882,-2106.16987,-124.76,           C1,,
o  3k-phjohnphos-03-c1,-2106.65662,-2105.540384,0.543242,-2106.065432,0.127363,0.118271,-2106.192796,-2106.183703,           C1,,,
o  3k-phjohnphos-04-ts-c1-c2,-2106.647704,-2105.532968,0.541756,-2106.058269,0.127266,0.11794,-2106.185536,-2106.176209,-103.24,           C1,,
o  3k-phjohnphos-05-c2,-2106.710587,-2105.594317,0.544783,-2106.117965,0.129143,0.118661,-2106.247108,-2106.236626,           C1,,,
o  3k-phjohnphos-06-c2-h2o,-2183.094508,-2181.895588,0.569067,-2182.47448,0.136833,0.124145,-2182.611314,-2182.598626,           C1,,,
o  3k-phjohnphos-07-ts-c2-c3,-2183.08685,-2181.89183,0.569085,-2182.46801,0.132642,0.121543,-2182.600652,-2182.589553,-38.88,           C1,,
o  3k-phjohnphos-08-c3-boh3,-2183.093568,-2181.897561,0.569255,-2182.473877,0.13546,0.122777,-2182.609336,-2182.596654,           C1,,,
o  3k-phjohnphos-09-c3,-1930.775855,-1929.83541,0.51891,-1930.212831,0.121084,0.111167,-1930.333915,-1930.323998,           C1,,,
o  3k-phjohnphos-10-ts-c3-c4,-1930.718825,-1929.788126,0.514055,-1930.161057,0.118637,0.110698,-1930.279694,-1930.271755,-823.52,           C1,,
o  3k-phjohnphos-11-c4,-1930.746596,-1929.80682,0.519172,-1930.183402,0.120371,0.11111,-1930.303773,-1930.294512,           C1,,,
o  3k-phjohnphos-12-ts-rxt-t1,-2106.645087,-2105.531857,0.543249,-2106.054637,0.126701,0.116898,-2106.181337,-2106.171535,-53.33,           C1,,
o  3k-phjohnphos-13-t1,-2106.658441,-2105.544005,0.542999,-2106.067166,0.129651,0.119092,-2106.196817,-2106.186258,           C1,,,
o  3k-phjohnphos-14-ts-t1-t2,-2106.640316,-2105.530137,0.541463,-2106.050621,0.130974,0.118993,-2106.181596,-2106.169614,-196.76,           C1,,
o  3k-phjohnphos-15-t2,-2106.670503,-2105.559136,0.543137,-2106.078571,0.134019,0.120316,-2106.21259,-2106.198887,           C1,,,
o  3k-phjohnphos-16-t2-h2o,-2183.058214,-2181.869189,0.567101,-2182.439199,0.139719,0.126764,-2182.578918,-2182.565963,           C1,,,
o  3k-phjohnphos-17-ts-t2-t3,-2183.037912,-2181.846945,0.565901,-2182.42005,0.13944,0.126874,-2182.55949,-2182.546924,-126.68,           C1,,
o  3k-phjohnphos-18-t3-boh3,-2183.05682,-2181.868398,0.568362,-2182.437108,0.138522,0.125639,-2182.57563,-2182.562748,           C1,,,
o  3k-phjohnphos-19-t3,-1930.746845,-1929.810061,0.518846,-1930.183303,0.123829,0.112382,-1930.307133,-1930.295685,           C1,,,
o  3k-phjohnphos-20-ts-t3-t4,-1930.711103,-1929.782887,0.51368,-1930.153271,0.123075,0.111428,-1930.276345,-1930.264699,-1175.78,           C1,,
o  3k-phjohnphos-21-t4,-1930.751905,-1929.813479,0.518456,-1930.188878,0.1231,0.111998,-1930.311978,-1930.300876,           C1,,,
o  3k-phjohnphos-22-c5,-2183.089266,-2181.887775,0.56905,-2182.468626,0.138596,0.125692,-2182.607222,-2182.594319,           C1,,,
o  3k-phjohnphos-23-ts-c5-c6,-2183.026452,-2181.838345,0.563366,-2182.412983,0.132812,0.122758,-2182.545795,-2182.535741,-998.78,           C1,,
o  3k-phjohnphos-24-t5,-2183.034752,-2181.846905,0.567463,-2182.415994,0.13715,0.124819,-2182.553144,-2182.540812,           C1,,,
o  3k-phjohnphos-25-ts-t5-t6,-2183.018132,-2181.837238,0.56273,-2182.404706,0.13598,0.124019,-2182.540686,-2182.528725,-983.87,           C1,,
o  3k-phjohnphos-99-lig,-1265.985436,-1265.309236,0.34562,-1265.612751,0.084165,0.078109,-1265.696916,-1265.69086,           C1,,,
o  3l-phdavephos-00-lpdoh2,-3358.362468,-3356.813912,0.893279,-3357.392799,0.182339,0.166381,-3357.575138,-3357.55918,           C2,,,
o  3l-phdavephos-01-rxt,-2240.468112,-2239.262273,0.614675,-2239.800862,0.134694,0.124479,-2239.935556,-2239.925341,           C1,,,
o  3l-phdavephos-02-ts-rxt-c1,-2240.447175,-2239.234442,0.613973,-2239.781221,0.13337,0.123483,-2239.91459,-2239.904703,-118.05,           C1,,
o  3l-phdavephos-03-c1,-2240.458858,-2239.24482,0.613987,-2239.791782,0.135029,0.12589,-2239.926811,-2239.917672,           C1,,,
o  3l-phdavephos-04-ts-c1-c2,-2240.449011,-2239.236146,0.612491,-2239.783613,0.13551,0.125656,-2239.919123,-2239.909269,-162.61,           C1,,
o  3l-phdavephos-05-c2,-2240.51002,-2239.294794,0.615453,-2239.841851,0.136022,0.124914,-2239.977873,-2239.966765,           C1,,,
o  3l-phdavephos-06-c2-h2o,-2316.898807,-2315.603394,0.639163,-2316.203401,0.143521,0.132084,-2316.346922,-2316.335485,           C1,,,
o  3l-phdavephos-07-ts-c2-c3,-2316.889151,-2315.589443,0.639313,-2316.194963,0.140197,0.128954,-2316.33516,-2316.323917,-54.93,           C1,,
o  3l-phdavephos-08-c3-boh3,-2316.901469,-2315.609046,0.639814,-2316.206383,0.141614,0.129528,-2316.347997,-2316.335911,           C1,,,
o  3l-phdavephos-09-c3,-2064.576451,-2063.54066,0.589341,-2063.937739,0.129832,0.118849,-2064.06757,-2064.056588,           C1,,,
o  3l-phdavephos-10-ts-c3-c4,-2064.519077,-2063.490399,0.584338,-2063.885805,0.127644,0.11815,-2064.013449,-2064.003955,-675.16,           C1,,
o  3l-phdavephos-11-c4,-2064.55171,-2063.515131,0.589879,-2063.912761,0.127378,0.118311,-2064.040139,-2064.031072,           C1,,,
o  3l-phdavephos-12-ts-rxt-t1,-2240.450879,-2239.244082,0.614112,-2239.784629,0.133589,0.123764,-2239.918219,-2239.908394,-57.17,           C1,,
o  3l-phdavephos-13-t1,-2240.466007,-2239.258175,0.614322,-2239.798893,0.134368,0.125064,-2239.933261,-2239.923957,           C1,,,
o  3l-phdavephos-14-ts-t1-t2,-2240.44885,-2239.243603,0.613123,-2239.783209,0.134743,0.124579,-2239.917952,-2239.907788,-174.73,           C1,,
o  3l-phdavephos-15-t2,-2240.47613,-2239.271492,0.614781,-2239.80818,0.138039,0.12623,-2239.946219,-2239.934409,           C1,,,
o  3l-phdavephos-16-t2-h2o,-2316.864458,-2315.581447,0.63845,-2316.169422,0.147716,0.132676,-2316.317138,-2316.302098,           C1,,,
o  3l-phdavephos-17-ts-t2-t3,-2316.837881,-2315.554771,0.637453,-2316.14413,0.143551,0.132378,-2316.287681,-2316.276508,-112.97,           C1,,
o  3l-phdavephos-18-t3-boh3,-2316.867945,-2315.583155,0.639257,-2316.172302,0.146275,0.132506,-2316.318577,-2316.304808,           C1,,,
o  3l-phdavephos-19-t3,-2064.553527,-2063.523582,0.590354,-2063.914099,0.12779,0.118101,-2064.04189,-2064.0322,           C1,,,
o  3l-phdavephos-20-ts-t3-t4,-2064.517598,-2063.495442,0.585125,-2063.883847,0.127387,0.11742,-2064.011234,-2064.001268,-1178.1,           C1,,
o  3l-phdavephos-21-t4,-2064.555334,-2063.525194,0.589866,-2063.916294,0.128985,0.118229,-2064.045279,-2064.034523,           C1,,,
o  3l-phdavephos-22-c5,-2316.887192,-2315.59023,0.639927,-2316.190704,0.144295,0.132779,-2316.334999,-2316.323483,           C1,,,
o  3l-phdavephos-23-ts-c5-c6,-2316.822512,-2315.544563,0.634795,-2316.133123,0.139176,0.128394,-2316.2723,-2316.261518,-801.58,           C1,,
o  3l-phdavephos-24-t5,-2316.852681,-2315.567708,0.637507,-2316.157631,0.149107,0.134523,-2316.306738,-2316.292153,           C1,,,
o  3l-phdavephos-25-ts-t5-t6,-2316.825164,-2315.550674,0.634061,-2316.135784,0.143016,0.129525,-2316.2788,-2316.26531,-968.81,           C1,,
o  3l-phdavephos-99-lig,-1399.790922,-1399.018004,0.416658,-1399.342391,0.091241,0.084973,-1399.433631,-1399.427363,           C1,,,
o  3m-cyjohnphos-00-lpdoh2,-3105.182325,-3103.782728,1.020542,-3104.087862,0.18464,0.166981,-3104.272503,-3104.254843,           C1,,,
o  3m-cyjohnphos-01-rxt,-2113.883089,-2112.751214,0.678768,-2113.15314,0.134558,0.124144,-2113.287698,-2113.277284,           C1,,,
o  3m-cyjohnphos-02-ts-rxt-c1,-2113.857329,-2112.723485,0.677453,-2113.129155,0.131845,0.123373,-2113.260999,-2113.252528,-63.99,           C1,,
o  3m-cyjohnphos-03-c1,-2113.874736,-2112.737395,0.678214,-2113.14512,0.132684,0.124732,-2113.277804,-2113.269852,           C1,,,
o  3m-cyjohnphos-04-ts-c1-c2,-2113.867572,-2112.732803,0.677215,-2113.139468,0.131845,0.123795,-2113.271313,-2113.263263,-82.86,           C1,,
o  3m-cyjohnphos-05-c2,-2113.926463,-2112.787742,0.679026,-2113.196144,0.136681,0.124223,-2113.332825,-2113.320367,           C1,,,
o  3m-cyjohnphos-06-c2-h2o,-2190.317828,-2189.096185,0.704756,-2189.559085,0.13993,0.129517,-2189.699014,-2189.688602,           C1,,,
o  3m-cyjohnphos-07-ts-c2-c3,-2190.310152,-2189.092264,0.704906,-2189.55258,0.135723,0.126779,-2189.688304,-2189.679359,-53.66,           C1,,
o  3m-cyjohnphos-08-c3-boh3,-2190.317749,-2189.099314,0.703941,-2189.560123,0.140021,0.128716,-2189.700144,-2189.688839,           C1,,,
o  3m-cyjohnphos-09-c3,-1937.990813,-1937.032981,0.654031,-1937.289478,0.126361,0.116907,-1937.415839,-1937.406385,           C1,,,
o  3m-cyjohnphos-10-ts-c3-c4,-1937.936843,-1936.982634,0.649252,-1937.240549,0.124557,0.116835,-1937.365106,-1937.357384,-699.09,           C1,,
o  3m-cyjohnphos-11-c4,-1937.970319,-1937.009785,0.655073,-1937.268388,0.123065,0.116064,-1937.391454,-1937.384452,           C1,,,
o  3m-cyjohnphos-12-ts-rxt-t1,-2113.869352,-2112.729461,0.67743,-2113.141007,0.133173,0.123799,-2113.27418,-2113.264806,-93.52,           C1,,
o  3m-cyjohnphos-13-t1,-2113.880783,-2112.747076,0.67848,-2113.150947,0.133913,0.124587,-2113.284861,-2113.275534,           C1,,,
o  3m-cyjohnphos-14-ts-t1-t2,-2113.857797,-2112.727962,0.676801,-2113.129663,0.134669,0.124807,-2113.264332,-2113.254471,-217.83,           C1,,
o  3m-cyjohnphos-15-t2,-2113.889724,-2112.757629,0.678256,-2113.159573,0.138777,0.125887,-2113.29835,-2113.285459,           C1,,,
o  3m-cyjohnphos-16-t2-h2o,-2190.274087,-2189.066911,0.702935,-2189.516337,0.143773,0.131851,-2189.66011,-2189.648188,           C1,,,
o  3m-cyjohnphos-17-ts-t2-t3,-2190.251996,-2189.043114,0.701536,-2189.495601,0.144138,0.131932,-2189.639738,-2189.627533,-152.98,           C1,,
o  3m-cyjohnphos-18-t3-boh3,-2190.280094,-2189.07355,0.704929,-2189.521093,0.142549,0.130327,-2189.663642,-2189.65142,           C1,,,
o  3m-cyjohnphos-19-t3,-1937.965531,-1937.006904,0.654214,-1937.263561,0.128196,0.11789,-1937.391757,-1937.381451,           C1,,,
o  3m-cyjohnphos-20-ts-t3-t4,-1937.928131,-1936.979664,0.648624,-1937.232162,0.127628,0.117191,-1937.359791,-1937.349353,-1199.92,           C1,,
o  3m-cyjohnphos-21-t4,-1937.972979,-1937.012692,0.653662,-1937.271531,0.128,0.117902,-1937.399531,-1937.389433,           C1,,,
o  3m-cyjohnphos-22-c5,-2190.307828,-2189.086966,0.704054,-2189.548914,0.144091,0.131519,-2189.693005,-2189.680432,           C1,,,
o  3m-cyjohnphos-23-ts-c5-c6,-2190.25165,-2189.045149,0.698691,-2189.499669,0.137916,0.12823,-2189.637584,-2189.627899,-801.19,           C1,,
o  3m-cyjohnphos-24-t5,-2190.266069,-2189.052256,0.701428,-2189.508589,0.147243,0.134472,-2189.655831,-2189.643061,           C1,,,
o  3m-cyjohnphos-25-ts-t5-t6,-2190.23687,-2189.035612,0.698334,-2189.485008,0.139298,0.128809,-2189.624306,-2189.613817,-902.31,           C1,,
o  3m-cyjohnphos-33-ts-rxt-ya,-2113.862286,-2112.729056,0.677689,-2113.134057,0.132844,0.122709,-2113.266901,-2113.256766,-87.1,           C1,,
o  3m-cyjohnphos-34-ya,-2113.879161,-2112.744059,0.679044,-2113.149648,0.132352,0.122289,-2113.281999,-2113.271937,           C1,,,
o  3m-cyjohnphos-35-ts-ya-c1,-2113.855808,-2112.725445,0.678346,-2113.127262,0.130554,0.122346,-2113.257816,-2113.249608,-57.82,           C1,,
o  3m-cyjohnphos-36-ts-rxt-yb,-2190.243185,-2189.034873,0.703705,-2189.486242,0.13899,0.128009,-2189.625231,-2189.614251,-137.15,           C1,,
o  3m-cyjohnphos-37-yb,-2190.267061,-2189.061299,0.704123,-2189.509993,0.136944,0.127085,-2189.646937,-2189.637078,           C1,,,
o  3m-cyjohnphos-38-ts-yb-c1,-2190.243252,-2189.032625,0.7027,-2189.487077,0.13768,0.128691,-2189.624757,-2189.615768,-112.77,           C1,,
o  3m-cyjohnphos-39-t2-lig,-3387.108314,-3385.29493,1.159841,-3385.865538,0.20553,0.183464,-3386.071067,-3386.049002,           C1,,,
o  3m-cyjohnphos-40-ts-t2-p1,-3387.094391,-3385.279453,1.160251,-3385.851753,0.201315,0.182988,-3386.053068,-3386.034741,-94.55,           C1,,
o  3m-cyjohnphos-41-p1-boh3,-3387.154979,-3385.333343,1.164013,-3385.909125,0.200622,0.182,-3386.109747,-3386.091125,           C1,,,
o  3m-cyjohnphos-42-p1,-3134.848402,-3133.276584,1.11322,-3133.659827,0.184291,0.169121,-3133.844118,-3133.828948,           C1,,,
o  3m-cyjohnphos-43-t3-lig,-3211.181184,-3209.539629,1.135831,-3209.966477,0.196739,0.175286,-3210.163216,-3210.141763,           C1,,,
o  3m-cyjohnphos-44-ts-t3-p1,-3211.16866,-3209.528444,1.135477,-3209.954524,0.19273,0.175524,-3210.147254,-3210.130047,-116.6,           C1,,
o  3m-cyjohnphos-45-p1-h2o,-3211.221639,-3209.569697,1.137053,-3210.005586,0.194116,0.176172,-3210.199702,-3210.181758,           C1,,,
o  3m-cyjohnphos-46-ub-ref,-3105.178877,-3103.778143,1.020478,-3104.084481,0.183395,0.166817,-3104.267876,-3104.251298,           C1,,,
o  3m-cyjohnphos-47-oacu-ref,-3715.269226,-3713.380712,1.168833,-3714.010115,0.217349,0.195523,-3714.227464,-3714.205638,           C1,,,
o  3m-cyjohnphos-48-c-ref,-1552.558225,-1551.852345,0.508747,-1552.013147,0.100764,0.096258,-1552.113911,-1552.109405,           C1,,,
o  3m-cyjohnphos-49-t-ref,-1552.544159,-1551.839678,0.508717,-1551.998625,0.10371,0.097434,-1552.102335,-1552.096059,           C1,,,
o  3m-cyjohnphos-50-cl-ref,-2825.814219,-2824.41632,0.992866,-2824.753985,0.166815,0.154642,-2824.920801,-2824.908628,           C1,,,
o  3m-cyjohnphos-51-tl-ref,-2825.803302,-2824.415289,0.99131,-2824.744035,0.170037,0.155646,-2824.914072,-2824.899681,           C1,,,
o  3m-cyjohnphos-52-cs-ref,-1859.90031,-1858.93443,0.629763,-1859.225635,0.121126,0.112961,-1859.346761,-1859.338596,           C1,,,
o  3m-cyjohnphos-53-ts-ref,-1859.907742,-1858.945106,0.628862,-1859.233705,0.122428,0.11333,-1859.356133,-1859.347035,           C1,,,
o  3m-cyjohnphos-54-cw-ref,-1628.943582,-1628.160883,0.533244,-1628.371001,0.108156,0.102255,-1628.479157,-1628.473256,           C1,,,
o  3m-cyjohnphos-55-tw-ref,-1628.943458,-1628.160877,0.533192,-1628.370905,0.108312,0.1023,-1628.479217,-1628.473205,           C1,,,
o  3m-cyjohnphos-56-oh-ref,-1628.4171,-1627.595587,0.51929,-1627.858466,0.108501,0.102257,-1627.966968,-1627.960723,           C1,,,
o  3m-cyjohnphos-57-koh-ref,-2228.089272,-2227.259516,0.521917,-2227.525825,0.113848,0.106791,-2227.639673,-2227.632616,           C1,,,
o  3m-cyjohnphos-58-c2alt,-2113.924923,-2112.785423,0.679338,-2113.194044,0.137779,0.124985,-2113.331823,-2113.319029,           C1,,,
o  3m-cyjohnphos-85-c2dim,-3723.286048,-3721.530102,1.262052,-3721.934161,0.221465,0.195268,-3722.155626,-3722.129429,           C1,,,
o  3m-cyjohnphos-99-lig,-1273.199267,-1272.502231,0.480537,-1272.688464,0.089652,0.084051,-1272.778116,-1272.772515,           C1,,,
o  3n-cymephos-00-lpdoh2,-3183.70984,-3182.259817,1.074168,-3182.557911,0.189611,0.171512,-3182.747523,-3182.729423,           C1,,,
o  3n-cymephos-01-rxt,-2153.145109,-2151.986762,0.705643,-2152.386305,0.137972,0.126665,-2152.524277,-2152.512969,           C1,,,
o  3n-cymephos-02-ts-rxt-c1,-2153.122439,-2151.961109,0.704836,-2152.36503,0.13464,0.125579,-2152.49967,-2152.490609,-46.29,           C1,,
o  3n-cymephos-03-c1,-2153.136551,-2151.974347,0.705735,-2152.377759,0.135012,0.126533,-2152.512771,-2152.504292,           C1,,,
o  3n-cymephos-04-ts-c1-c2,-2153.129372,-2151.966962,0.704086,-2152.372456,0.134584,0.126207,-2152.50704,-2152.498664,-65.88,           C1,,
o  3n-cymephos-05-c2,-2153.19118,-2152.024999,0.706394,-2152.4317,0.137243,0.126735,-2152.568943,-2152.558435,           C1,,,
o  3n-cymephos-06-c2-h2o,-2229.580121,-2228.330981,0.731284,-2228.792772,0.143298,0.132367,-2228.93607,-2228.925139,           C1,,,
o  3n-cymephos-07-ts-c2-c3,-2229.572253,-2228.327064,0.73135,-2228.786126,0.139225,0.129687,-2228.925351,-2228.915813,-51,           C1,,
o  3n-cymephos-08-c3-boh3,-2229.579575,-2228.334306,0.730546,-2228.793313,0.143263,0.131431,-2228.936576,-2228.924743,           C1,,,
o  3n-cymephos-09-c3,-1977.253322,-1976.269216,0.680697,-1976.523251,0.129911,0.119583,-1976.653162,-1976.642834,           C1,,,
o  3n-cymephos-10-ts-c3-c4,-1977.196677,-1976.220939,0.675879,-1976.471908,0.126943,0.118878,-1976.598851,-1976.590786,-761.9,           C1,,
o  3n-cymephos-11-c4,-1977.226492,-1976.239873,0.681646,-1976.495905,0.126317,0.118992,-1976.622222,-1976.614897,           C1,,,
o  3n-cymephos-12-ts-rxt-t1,-2153.125211,-2151.96503,0.70474,-2152.367944,0.135985,0.125403,-2152.503929,-2152.493348,-57.68,           C1,,
o  3n-cymephos-13-t1,-2153.144307,-2151.98356,0.705133,-2152.385717,0.13732,0.127424,-2152.523038,-2152.513141,           C1,,,
o  3n-cymephos-14-ts-t1-t2,-2153.124783,-2151.966253,0.703761,-2152.367914,0.137406,0.126763,-2152.50532,-2152.494677,-190.22,           C1,,
o  3n-cymephos-15-t2,-2153.152197,-2151.99316,0.705054,-2152.393217,0.141319,0.12866,-2152.534536,-2152.521877,           C1,,,
o  3n-cymephos-16-t2-h2o,-2229.532388,-2228.298957,0.729585,-2228.746097,0.147013,0.134108,-2228.89311,-2228.880205,           C1,,,
o  3n-cymephos-17-ts-t2-t3,-2229.515198,-2228.27837,0.728249,-2228.730019,0.147297,0.13476,-2228.877316,-2228.864779,-153.31,           C1,,
o  3n-cymephos-18-t3-boh3,-2229.542176,-2228.30849,0.732022,-2228.754035,0.146146,0.133029,-2228.900181,-2228.887065,           C1,,,
o  3n-cymephos-19-t3,-1977.227707,-1976.242217,0.680649,-1976.49715,0.131912,0.120719,-1976.629062,-1976.617869,           C1,,,
o  3n-cymephos-20-ts-t3-t4,-1977.192205,-1976.219289,0.675569,-1976.467472,0.129693,0.119183,-1976.597166,-1976.586656,-1193.71,           C1,,
